rundate,this_period,last_period,grp_cd,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,HAWARDEN,72,0,72,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,HUMBERSIDE,82,0,82,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,INVERNESS,92198,92198,0,83762,83762,0,10.07139
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,ISLE OF MAN,21040,21040,0,27238,27238,0,-22.75497
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,JERSEY,31140,31140,0,35908,35908,0,-13.27838
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,LEEDS BRADFORD,0,0,0,10,10,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,LIVERPOOL (JOHN LENNON),250,250,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,MANCHESTER,99,0,99,246,212,34,-59.7561
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,NEWCASTLE,147923,147879,44,143216,143216,0,3.28664
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,NEWQUAY,0,0,0,93,93,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,NORWICH,0,0,0,114,0,114,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,SOUTHAMPTON,51,51,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRISTOL,TEESSIDE INTERNATIONAL AIRPORT,46,46,0,72,35,37,-36.11111
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,BRIZE NORTON,SOUTHAMPTON,130,0,130,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CAMBRIDGE,CARDIFF WALES,78,0,78,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CAMBRIDGE,MANCHESTER,45,45,0,462,462,0,-90.25974
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CAMBRIDGE,TEESSIDE INTERNATIONAL AIRPORT,0,0,0,39,0,39,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CAMPBELTOWN,GLASGOW,6893,6893,0,7004,7004,0,-1.58481
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CAMPBELTOWN,ISLAY,0,0,0,2,2,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CAMPBELTOWN,TIREE,48,48,0,66,66,0,-27.27273
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,EAST MIDLANDS INTERNATIONAL,73,0,73,65,0,65,12.30769
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,EDINBURGH,16189,15933,256,20320,19848,472,-20.32972
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,EXETER,0,0,0,43,43,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,GLASGOW,35,0,35,175,0,175,-80
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,HUMBERSIDE,230,0,230,108,0,108,112.96296
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,LEEDS BRADFORD,193,0,193,259,0,259,-25.48263
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,LIVERPOOL (JOHN LENNON),40,0,40,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,MANCHESTER,70,0,70,230,0,230,-69.56522
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,NEWCASTLE,125,0,125,118,0,118,5.9322
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,NEWQUAY,0,0,0,4,4,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,NORWICH,152,0,152,148,0,148,2.7027
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CARDIFF WALES,TEESSIDE INTERNATIONAL AIRPORT,171,0,171,357,0,357,-52.10084
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CITY OF DERRY (EGLINTON),EDINBURGH,5266,5266,0,245,79,166,2049.38776
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CITY OF DERRY (EGLINTON),GLASGOW,12663,12663,0,15855,15534,321,-20.13245
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CITY OF DERRY (EGLINTON),LIVERPOOL (JOHN LENNON),4603,4603,0,10703,10703,0,-56.99337
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,CITY OF DERRY (EGLINTON),MANCHESTER,58397,58397,0,56967,56967,0,2.51023
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,COLL,TIREE,196,196,0,194,194,0,1.03093
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,COLONSAY,ISLAY,0,0,0,111,111,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,COLONSAY,TIREE,72,72,0,17,17,0,323.52941
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,COMPTON ABASS,GUERNSEY,0,0,0,4,4,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,DUNDEE,KIRKWALL,513,513,0,450,450,0,14
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,DUNDEE,SUMBURGH,924,924,0,1743,1743,0,-46.98795
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,DUNKESWELL,EXETER,56,56,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,EDINBURGH,0,0,0,84,0,84,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,EXETER,0,0,0,31,31,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,GLASGOW,0,0,0,40,0,40,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,GUERNSEY,7191,7191,0,11218,11218,0,-35.89766
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,HUMBERSIDE,0,0,0,537,537,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,JERSEY,24167,24167,0,26303,26303,0,-8.12075
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,LEEDS BRADFORD,161,161,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,LIVERPOOL (JOHN LENNON),78,0,78,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,MANCHESTER,0,0,0,787,787,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,NEWCASTLE,0,0,0,98,0,98,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,NEWQUAY,0,0,0,2828,2828,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EAST MIDLANDS INTERNATIONAL,SOUTHAMPTON,39,18,21,34,0,34,14.70588
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDAY,KIRKWALL,696,696,0,523,523,0,33.07839
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,EXETER,27405,27405,0,24003,24003,0,14.17323
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,GLASGOW,702,702,0,1195,1195,0,-41.25523
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,GUERNSEY,4425,4425,0,877,877,0,404.561
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,INVERNESS,234,234,0,495,116,379,-52.72727
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,ISLE OF MAN,9412,9412,0,11367,11367,0,-17.19891
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,JERSEY,17787,17733,54,17932,17932,0,-0.80861
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,KIRKWALL,36058,36058,0,38745,38745,0,-6.93509
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,LEEDS BRADFORD,84,0,84,296,296,0,-71.62162
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,LIVERPOOL (JOHN LENNON),0,0,0,169,138,31,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,MANCHESTER,280,280,0,670,670,0,-58.20896
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,NEWCASTLE,136,136,0,498,498,0,-72.69076
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,NEWQUAY,20932,20932,0,20867,20867,0,0.3115
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,PRESTWICK,193,193,0,162,162,0,19.1358
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,SOUTHAMPTON,82565,82565,0,89058,89058,0,-7.29075
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,STORNOWAY,15795,15795,0,18513,18513,0,-14.68158
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EDINBURGH,SUMBURGH,38059,38059,0,37191,37031,160,2.3339
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,GLASGOW,1494,1494,0,12773,12773,0,-88.30345
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,GLOUCESTERSHIRE,67,67,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,GUERNSEY,16076,16076,0,17012,17012,0,-5.502
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,HUMBERSIDE,174,42,132,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,ISLE OF MAN,10,10,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,ISLES OF SCILLY (ST.MARYS),6726,6726,0,8063,8063,0,-16.58192
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,JERSEY,27477,27477,0,28204,28204,0,-2.57765
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,LANDS END (ST JUST),50,50,0,99,99,0,-49.49495
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,LEEDS BRADFORD,111,36,75,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,MANCHESTER,314,207,107,133,99,34,136.09023
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,NEWCASTLE,13887,13845,42,13597,13553,44,2.13282
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,NEWQUAY,0,0,0,12,12,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,NORWICH,106,0,106,108,36,72,-1.85185
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,REDHILL,182,0,182,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,SOUTHAMPTON,78,78,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,TEESSIDE INTERNATIONAL AIRPORT,219,0,219,85,85,0,157.64706
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,EXETER,WHALSAY,9,9,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,FAIR ISLE,LERWICK (TINGWALL),1905,1905,0,1910,1910,0,-0.26178
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,FARNBOROUGH,HUMBERSIDE,0,0,0,100,0,100,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,FARNBOROUGH,LIVERPOOL (JOHN LENNON),160,0,160,318,0,318,-49.68553
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,FARNBOROUGH,TEESSIDE INTERNATIONAL AIRPORT,41,0,41,40,0,40,2.5
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,FARNBOROUGH,WICK JOHN O GROATS,0,0,0,34,0,34,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,FOULA,LERWICK (TINGWALL),935,935,0,1003,1003,0,-6.77966
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,GUERNSEY,0,0,0,6,0,6,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,INVERNESS,59,59,0,144,144,0,-59.02778
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,ISLAY,30758,30758,0,28990,28990,0,6.09865
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,JERSEY,53536,53536,0,51034,51034,0,4.90261
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,KIRKWALL,20910,20910,0,17534,17534,0,19.25402
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,LEEDS BRADFORD,140,0,140,329,329,0,-57.44681
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,MANCHESTER,580,326,254,28,28,0,1971.42857
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,NEWCASTLE,111,111,0,373,15,358,-70.24129
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,NEWQUAY,5359,5359,0,5045,5045,0,6.22398
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,NORWICH,0,0,0,72,20,52,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,SOUTHAMPTON,96715,96715,0,87044,87044,0,11.11047
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,STORNOWAY,67399,67399,0,66894,66894,0,0.75493
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,SUMBURGH,22750,22750,0,20080,20080,0,13.29681
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GLASGOW,TIREE,9525,9525,0,11319,11319,0,-15.84946
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,HUMBERSIDE,0,0,0,100,0,100,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,ISLE OF MAN,0,0,0,478,347,131,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,JERSEY,64377,64368,9,76798,76472,326,-16.1736
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,LEEDS BRADFORD,3817,3817,0,4104,4104,0,-6.99318
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,LIVERPOOL (JOHN LENNON),4334,4334,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,MANCHESTER,61198,61198,0,63827,63827,0,-4.11895
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,NEWQUAY,371,371,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,SOUTHAMPTON,93906,93906,0,97466,97421,45,-3.65256
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,GUERNSEY,STORNOWAY,0,0,0,202,0,202,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,ISLE OF MAN,62,0,62,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,JERSEY,1986,1183,803,1989,0,1989,-0.15083
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,LEEDS BRADFORD,276,97,179,79,79,0,249.36709
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,NEWCASTLE,88,0,88,37,37,0,137.83784
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,NEWQUAY,1306,1306,0,1332,1332,0,-1.95195
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,NORWICH,81,0,81,138,25,113,-41.30435
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,SOUTHAMPTON,74,0,74,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,TEESSIDE INTERNATIONAL AIRPORT,309,309,0,10,0,10,2990
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,HUMBERSIDE,WARTON,0,0,0,20,0,20,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,KIRKWALL,600,600,0,1299,1299,0,-53.81062
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,MANCHESTER,28079,28079,0,27048,27048,0,3.81174
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,NEWQUAY,0,0,0,76,76,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,NORTHOLT,2,0,2,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,OXFORD (KIDLINGTON),13,0,13,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,STORNOWAY,15703,15703,0,12180,12180,0,28.92447
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,SUMBURGH,15207,15207,0,12538,12213,325,21.28729
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,INVERNESS,TIREE,0,0,0,4,4,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLAY,OBAN (NORTH CONNEL),0,0,0,54,54,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,JERSEY,802,802,0,500,500,0,60.4
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,LIVERPOOL (JOHN LENNON),178672,178672,0,171818,171818,0,3.9891
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,MANCHESTER,121233,121233,0,119845,119845,0,1.15816
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,NEWCASTLE,93,0,93,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,NEWQUAY,1335,1335,0,1716,1716,0,-22.2028
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,NORTHOLT,15,0,15,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,SOUTHAMPTON,6,6,0,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLE OF MAN,TEESSIDE INTERNATIONAL AIRPORT,0,0,0,184,0,184,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,ISLES OF SCILLY (ST.MARYS),NEWQUAY,1345,1345,0,1530,1530,0,-12.0915
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,LEEDS BRADFORD,13284,13284,0,13248,13248,0,0.27174
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,LIVERPOOL (JOHN LENNON),118835,118835,0,118671,118671,0,0.1382
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,MANCHESTER,91717,91717,0,87909,87909,0,4.33175
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,NEWCASTLE,5216,5216,0,5501,5436,65,-5.18088
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,NEWQUAY,140,0,140,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,NORWICH,3658,3658,0,3939,3939,0,-7.13379
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,SOUTHAMPTON,89523,89523,0,99895,99895,0,-10.3829
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,JERSEY,TEESSIDE INTERNATIONAL AIRPORT,2202,2202,0,2350,2350,0,-6.29787
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,NORTH RONALDSAY,6714,6714,0,5903,5903,0,13.73878
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,PAPA WESTRAY,4726,4726,0,4691,4691,0,0.74611
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,PRESTWICK,0,0,0,7,0,7,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,SANDAY,3025,3025,0,3211,3211,0,-5.79259
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,STRONSAY,3001,3001,0,3033,3033,0,-1.05506
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,SUMBURGH,8193,8193,0,6171,6171,0,32.76616
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,KIRKWALL,WESTRAY,3358,3358,0,3368,3368,0,-0.29691
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LANDS END (ST JUST),NEWQUAY,21,21,0,52,52,0,-59.61538
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LEEDS BRADFORD,LIVERPOOL (JOHN LENNON),269,269,0,34,34,0,691.17647
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LEEDS BRADFORD,MANCHESTER,364,364,0,479,479,0,-24.00835
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LEEDS BRADFORD,NEWQUAY,0,0,0,33,0,33,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LEEDS BRADFORD,NORWICH,0,0,0,68,0,68,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LIVERPOOL (JOHN LENNON),MANCHESTER,745,745,0,552,552,0,34.96377
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LIVERPOOL (JOHN LENNON),MARHAM(KINGS LYNN),65,0,65,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LIVERPOOL (JOHN LENNON),NEWCASTLE,301,0,301,379,0,379,-20.58047
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LIVERPOOL (JOHN LENNON),NORWICH,153,0,153,246,0,246,-37.80488
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LIVERPOOL (JOHN LENNON),PRESTWICK,0,0,0,54,0,54,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,LIVERPOOL (JOHN LENNON),SOUTHAMPTON,517,0,517,250,66,184,106.8
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,NEWCASTLE,142,142,0,178,0,178,-20.22472
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,NEWQUAY,48550,48550,0,75091,75091,0,-35.34511
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,NORWICH,85,85,0,85,85,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,PRESTWICK,175,0,175,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,SOUTHAMPTON,44,44,0,5515,5418,97,-99.20218
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,STORNOWAY,6693,6693,0,4851,4851,0,37.97155
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,MANCHESTER,SUMBURGH,35,35,0,11361,11361,0,-99.69193
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NEWCASTLE,NEWQUAY,3234,3234,0,3968,3968,0,-18.49798
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NEWCASTLE,NORWICH,0,0,0,102,28,74,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NEWCASTLE,SOUTHAMPTON,42470,42470,0,46908,46808,100,-9.46107
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NEWQUAY,PRESTWICK,130,0,130,29,0,29,348.27586
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NEWQUAY,SOUTHAMPTON,0,0,0,51,51,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NEWQUAY,SUMBURGH,0,0,0,2,2,0,-100
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,NORWICH,TEESSIDE INTERNATIONAL AIRPORT,177,85,92,73,0,73,142.46575
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,OBAN (NORTH CONNEL),TIREE,276,276,0,251,251,0,9.96016
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,OXFORD (KIDLINGTON),TEESSIDE INTERNATIONAL AIRPORT,77,0,77,0,0,0,0
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,SOUTHAMPTON,STORNOWAY,967,967,0,5201,5201,0,-81.40742
14/03/2025 12:08,2024,2023,B,Other Reporting Airports,SOUTHAMPTON,TEESSIDE INTERNATIONAL AIRPORT,70,0,70,105,0,105,-33.33333

