origin_iata,dest_iata,annual_pax
GRI,LAS,28121
GRI,RNO,296
GRI,TYS,109
GRK,HRL,59
GRK,IFP,37
GRK,IND,215
GRK,JAX,171
GRK,LAL,122
GRK,LAS,214
GRK,LAX,149
GRK,LFT,73
GRK,MAF,30
GRK,MEM,203
GRK,MFE,7
GRK,MGE,84
GRK,MKC,108
GRK,MQY,490
GRK,MSN,306
GRK,MSO,46
GRK,PDX,295
GRK,PHL,120
GRK,RIV,615
GRK,RNO,451
GRK,SAN,258
GRK,SJT,37
GRK,SUU,160
GRK,TLH,75
GRK,TPA,124
GRK,TYS,518
GRR,IAH,55130
GRR,IFP,648
GRR,IND,289
GRR,JAX,140
GRR,LAN,48
GRR,LAS,80862
GRR,LAX,7657
GRR,LCK,1
GRR,LFT,136
GRR,LGA,130674
GRR,LIT,704
GRR,MCI,253
GRR,MCO,121530
GRR,MDT,122
GRR,MDW,245535
GRR,MEM,22
GRR,MGM,443
GRR,MIA,25697
GRR,MKE,623
GRR,MSN,49
GRR,MSP,281077
GRR,OKC,506
GRR,OMA,194
GRR,ORD,521722
GRR,ORF,10
GRR,PBI,3690
GRR,PDX,7203
GRR,PGD,92292
GRR,PHL,51268
GRR,PHX,33547
GRR,PIE,107380
GRR,PIT,171
GRR,PLN,34
GRR,PNS,211
GRR,PVU,185
GRR,RIC,167
GRR,RNO,858
GRR,RSW,33972
GRR,SAN,197
GRR,SAV,9088
GRR,SBN,124
GRR,SEA,72
GRR,SFB,114599
GRR,SFO,163
GRR,SGF,228
GRR,SJC,108
GRR,SNA,143
GRR,SRQ,42373
GRR,STL,146
GRR,SYR,205
GRR,TEB,2
GRR,TPA,21734
GRR,TUL,120
GRR,TVC,69
GRR,VPS,16496
GSB,SMF,147
GSO,GSP,343
GSO,HPN,67
GSO,IAD,13818
GSO,IAH,30
GSO,ILG,268
GSO,JAX,61
GSO,JFK,375
GSO,LAS,170
GSO,LEX,69
GSO,LFI,1
GSO,LFT,398
GSO,LGA,217446
GSO,LIT,83
GSO,LYH,212
GSO,MCI,182
GSO,MCO,379
GSO,MDT,353
GSO,MEM,361
GSO,MGM,50
GSO,MHT,125
GSO,MIA,46086
GSO,MOB,50
GSO,MSP,358
GSO,MYR,68
GSO,OAJ,69
GSO,OAK,352
GSO,OKC,170
GSO,ONT,113
GSO,ORD,155211
GSO,ORF,217
GSO,PGV,46
GSO,PHF,106
GSO,PHL,79156
GSO,PHX,186
GSO,PIE,25481
GSO,PIT,202
GSO,PNS,59
GSO,PSM,106
GSO,PVD,272
GSO,PWM,182
GSO,RDU,2650
GSO,RIC,552
GSO,ROA,687
GSO,ROC,162
GSO,SAN,187
GSO,SBN,180
GSO,SBY,162
GSO,SDF,130
GSO,SEA,159
GSO,SFB,11435
GSO,SFO,181
GSO,SJC,566
GSO,SLC,178
GSO,STL,153
GSO,STT,128
GSO,SYR,73
GSO,TLH,145
GSO,TPA,133
GSO,TRI,98
GSO,TUP,649
GSO,VNY,2
GSO,VPS,71
GSP,HOU,18841
GSP,HSV,171
GSP,HTS,39
GSP,HVN,35985
GSP,IAD,23370
GSP,IAH,97245
GSP,ILM,128
GSP,INT,66
GSP,JAN,50
GSP,LAS,188
GSP,LAX,7235
GSP,LEX,168
GSP,LGA,182639
GSP,LSE,116
GSP,MCI,129
GSP,MCO,6894
GSP,MDT,109
GSP,MDW,297
GSP,MEM,647
GSP,MGM,50
GSP,MHT,14132
GSP,MIA,61640
GSP,MKC,62
GSP,MKE,174
GSP,MOB,92
GSP,MSN,65
GSP,MSP,253
GSP,MSY,66
GSP,MTO,205
GSP,OAJ,27
GSP,OKC,65
GSP,ORD,187134
GSP,ORF,395
GSP,PBI,140
GSP,PHF,291
GSP,PHL,96626
GSP,PIA,46
GSP,PIE,32074
GSP,PIT,774
GSP,PNE,7
GSP,PNS,161
GSP,PVD,13448
GSP,RDU,823
GSP,RIC,129
GSP,ROA,464
GSP,ROC,13382
GSP,RSW,178
GSP,SAN,318
GSP,SAV,166
GSP,SBY,37
GSP,SDF,484
GSP,SFB,31656
GSP,SFO,339
GSP,SGF,74
GSP,SHD,18
GSP,SJU,344
GSP,SLC,121
GSP,SRQ,75
GSP,STL,401
GSP,SWF,234
GSP,SYR,50
GSP,TLH,482
GSP,TPA,14172
GSP,TUP,100
GSP,TYS,102
GST,HNH,48
GST,HNS,48
GST,JNU,19894
GST,KAE,9
GST,SGY,18
GTF,IFP,1346
GTF,LAS,27215
GTF,MSO,182
GTF,MSP,42159
GTF,OGD,68
GTF,ORD,1738
GTF,RAP,2
GTF,RNO,258
GTF,SEA,55844
GTF,SLC,106311
GTF,SRQ,1
GTF,XWW,2
GTR,LEX,34
GTR,LFT,73
GTR,MGM,73
GTR,PHX,336
GTR,PIT,39
GTR,ROA,38
GTR,TOL,166
GTR,TYS,398
GTR,XNA,225
GUC,IAH,12205
GUC,TEB,2
GUC,YKM,150
GUM,HNL,184681
GUM,ROP,3985
GUM,SPN,81526
GUM,TIQ,701
GUP,HSH,6
GUP,LAS,57
GUP,PHX,4916
GUP,SVC,7
GVL,VNY,5
GVQ,HPN,12
GVQ,TEB,2
GVT,PSP,6
GYR,SAN,3
GYR,TN8,14
GYY,HRL,1814
GYY,ICT,610
GYY,IND,3
GYY,LAX,16
GYY,MCI,3861
GYY,MIA,222
GYY,MWA,50
GYY,VNY,3
HAF,VNY,4
HAO,IND,1
HAR,WSH,12
HCR,KAL,8
HCR,KGX,199
HCR,KLG,17
HCR,MCG,206
HCR,MLL,2
HCR,NIB,14
HCR,PQS,1
HCR,RSH,36
HCR,SHX,93
HCR,SJC,5
HCR,TCT,34
HDN,IAD,3207
HDN,IAH,18433
HDN,IND,173
HDN,LAX,7413
HDN,MCI,6
HDN,MSP,4503
HDN,OKC,162
HDN,ORD,23562
HDN,PDX,174
HDN,PVD,3
HDN,RDU,3
HDN,RNO,141
HDN,SAN,4538
HDN,SEA,4485
HDN,SFO,1551
HDN,SJC,136
HDN,SLC,195
HDN,SNA,140
HDN,TUL,168
HFD,HTO,4
HFD,MMU,2
HFD,MVY,3
HFD,NJ1,2
HFD,OCE,2
HFD,ROC,1
HGR,HPN,4
HGR,MYR,19403
HGR,PIE,27180
HGR,SFB,35593
HHH,IAD,1
HHH,LGA,17067
HHH,MYR,60
HHH,ORD,4398
HHH,PBI,12
HHH,PHL,2185
HHH,PIT,57
HHH,RDU,112
HHH,RIC,59
HHH,SAV,163
HHH,SBN,9
HHH,TEB,10
HHH,TYS,69
HHH,UGN,22
HHH,VRB,2
HHR,HII,8
HHR,HSH,5
HHR,IGM,11
HHR,JAC,5
HHR,LAS,84
HHR,LAX,14
HHR,LMT,25
HHR,LUK,1
HHR,MCC,2
HHR,MCE,4994
HHR,MDW,1
HHR,MER,6
HHR,MFR,94
HHR,MHR,9
HHR,MHV,16
HHR,MMH,3398
HHR,MRY,49
HHR,MSO,7
HHR,MSP,6
HHR,NUQ,2
HHR,NV6,12
HHR,OAK,43
HHR,OGD,16
HHR,OTH,16
HHR,PAO,2
HHR,PGA,4
HHR,PHX,76
HHR,PRB,4
HHR,PSP,13
HHR,PVU,48
HHR,PWK,2
HHR,RBL,6
HHR,RDM,3
HHR,RDU,8
HHR,RIL,7
HHR,SAC,3
HHR,SAF,22
HHR,SAN,2
HHR,SAT,7
HHR,SBA,1
HHR,SBP,7
HHR,SCF,17
HHR,SDF,13
HHR,SDM,10
HHR,SFO,25
HHR,SJC,3
HHR,SLC,123
HHR,SNA,1
HHR,SNS,5
HHR,SSI,1
HHR,STS,34
HHR,SUN,1
HHR,SVC,22
HHR,TEB,2
HHR,TKF,25
HHR,TRM,35
HHR,TUS,6
HHR,TVL,3
HHR,UDD,26
HHR,UIN,5
HHR,UT1,28
HHR,VNY,1
HHR,VWD,2
HIB,IFP,1772
HIB,MSP,20397
HIE,HTO,1
HIE,NYS,1
HIE,TEB,2
HII,SCF,2
HIO,RCE,36
HIO,TRM,4
HKB,TKJ,89
HKY,LFT,334
HKY,MSN,93
HKY,PGV,123
HLM,MDW,1
HLN,LAS,86
HLN,PDX,25
HLN,SEA,53208
HLN,SLC,83477
HNH,JNU,11175
HNH,KAE,34
HNH,KLW,97
HNH,KTN,42
HNH,PEC,2
HNH,PSG,19
HNH,SGY,30
HNH,SIT,39
HNH,TKE,3
HNL,HNM,44
HNL,IAD,48022
HNL,IAH,266867
HNL,ITO,1303676
HNL,JFK,291820
HNL,JHM,4186
HNL,KOA,1452758
HNL,LAS,678213
HNL,LAX,2436393
HNL,LGB,238200
HNL,LIH,1540435
HNL,LNY,37510
HNL,LUP,4333
HNL,MKK,102325
HNL,MSP,147621
HNL,MUE,12
HNL,OAK,372117
HNL,OGG,2010642
HNL,OMA,6
HNL,ONT,125396
HNL,ORD,214855
HNL,PAE,37934
HNL,PDX,295559
HNL,PHX,518566
HNL,PPG,62058
HNL,PSP,159
HNL,PVU,691
HNL,RDU,74
HNL,RNO,302
HNL,SAN,589406
HNL,SEA,1012705
HNL,SFO,1191117
HNL,SJC,448333
HNL,SLC,236810
HNL,SMF,269058
HNL,SNA,10
HNL,STS,1
HNL,SUN,6
HNL,SYR,106
HNL,TIW,4
HNL,TPA,778
HNL,TUS,2
HNL,VNY,15
HNM,JHM,15
HNM,KOA,14
HNM,MKK,18
HNM,OGG,4966
HNS,JNU,13576
HNS,SGY,2806
HNS,SIT,1
HNS,YAK,9
HOB,HOU,275
HOB,IAH,26832
HOB,LBB,50
HOB,MAF,61
HOB,VNY,2
HOM,ILI,17
HOM,KEB,4188
HOM,KSM,3
HOM,PDB,1
HOM,PGM,4193
HOM,PPC,4
HOM,SOV,8879
HOM,SWD,13
HOP,HRL,88
HOP,MCI,94
HOP,MHK,94
HOT,HRO,8
HOT,LAX,4
HOT,MEM,557
HOU,HPN,139
HOU,HRL,314764
HOU,HUF,241
HOU,HVN,12562
HOU,IAD,134
HOU,IAH,4004
HOU,ICT,137
HOU,IFP,300
HOU,IND,119527
HOU,JAN,172397
HOU,JAX,80895
HOU,LAN,276
HOU,LAS,557891
HOU,LAX,342384
HOU,LBB,21243
HOU,LCH,44
HOU,LFT,60
HOU,LGA,362271
HOU,LGB,176524
HOU,LIT,8879
HOU,LRU,149
HOU,MAF,264514
HOU,MCI,235701
HOU,MCO,533744
HOU,MDW,481668
HOU,MEM,176390
HOU,MHK,41
HOU,MIA,168256
HOU,MKC,347
HOU,MKE,541
HOU,MSP,20087
HOU,MSY,510895
HOU,MYR,51
HOU,OAK,129385
HOU,OKC,296848
HOU,OMA,89505
HOU,ONT,98591
HOU,ORD,753
HOU,PDX,227
HOU,PGV,34
HOU,PHL,3111
HOU,PHX,537075
HOU,PIE,66
HOU,PIT,75314
HOU,PNS,88751
HOU,PSP,128
HOU,PVU,38420
HOU,RDU,80913
HOU,RIL,1
HOU,RNO,870
HOU,RSW,10422
HOU,SAN,196960
HOU,SAT,340586
HOU,SAV,52120
HOU,SBA,2
HOU,SCF,4
HOU,SDF,80480
HOU,SEA,1054
HOU,SFB,366
HOU,SFO,403
HOU,SJC,103209
HOU,SJT,71
HOU,SJU,32869
HOU,SLC,102947
HOU,SMF,98810
HOU,SNA,147
HOU,SRQ,55233
HOU,STL,345199
HOU,STT,90
HOU,SWF,327
HOU,SWO,76
HOU,TEB,27
HOU,TLH,339
HOU,TN8,13
HOU,TPA,257784
HOU,TUL,147782
HOU,TUS,79343
HOU,TYS,16043
HOU,UGN,2
HOU,USA,315
HOU,VNY,6
HOU,VPS,60619
HOU,XNA,975
HOU,YIP,727
HPB,KNW,9
HPB,KOT,11
HPB,KSM,59
HPB,KUK,10
HPB,KWN,9
HPB,KWT,42
HPB,MCG,8
HPB,MLL,1
HPB,MOU,74
HPB,MYU,5
HPB,NUP,6
HPB,OOK,40
HPB,PHO,18
HPB,PQS,11
HPB,SCM,1534
HPB,SXP,21
HPB,VAK,3221
HPB,WNA,2
HPB,WTL,4
HPB,WWT,2
HPN,HSH,5
HPN,HTO,76
HPN,HYA,88
HPN,IAD,752
HPN,IDA,2
HPN,ILG,23
HPN,IND,597
HPN,INT,1
HPN,ISM,3
HPN,ITH,28
HPN,JAC,19
HPN,JAX,4201
HPN,JFK,1856
HPN,JHW,19
HPN,JRA,4
HPN,LAS,57
HPN,LAX,227
HPN,LBE,33
HPN,LCI,46
HPN,LEB,7362
HPN,LEW,5
HPN,LEX,6
HPN,LGA,248
HPN,LKP,22
HPN,LWM,4
HPN,LZU,11
HPN,MA1,7
HPN,MA2,6
HPN,MA5,6
HPN,MCO,325472
HPN,MD2,10
HPN,MDT,83
HPN,MDW,256
HPN,ME5,10
HPN,MEM,59
HPN,MFV,4
HPN,MGR,10
HPN,MHT,14
HPN,MIA,21919
HPN,MIV,1
HPN,MKE,84
HPN,MMU,22
HPN,MPV,23
HPN,MQY,14
HPN,MSP,60
HPN,MSY,205
HPN,MTN,30
HPN,MTP,39
HPN,MVL,6
HPN,MVY,4614
HPN,MYR,14429
HPN,N2Y,16
HPN,N4Y,14
HPN,NAD,5
HPN,NEW,9
HPN,NHZ,6
HPN,NJ1,17
HPN,NJ4,3
HPN,NPT,23
HPN,NY5,5
HPN,NYS,8
HPN,OAK,4
HPN,OGS,18
HPN,OMA,125
HPN,OPF,16831
HPN,ORD,112594
HPN,ORF,4164
HPN,OSU,6
HPN,OWD,14
HPN,OXC,9
HPN,OXD,15
HPN,PA5,17
HPN,PBG,9
HPN,PBI,460574
HPN,PDK,17
HPN,PDX,60
HPN,PHF,4
HPN,PHL,1125
HPN,PHX,105
HPN,PIE,11
HPN,PIT,257
HPN,PNE,4
HPN,PSM,16
HPN,PTK,48
HPN,PVC,22
HPN,PVD,545
HPN,PWK,4
HPN,PWM,2324
HPN,PYM,17
HPN,RDU,21562
HPN,RIC,226
HPN,RKD,25
HPN,RME,4
HPN,ROA,4
HPN,ROC,161
HPN,RSW,116465
HPN,RUT,5
HPN,SAN,7
HPN,SAT,51
HPN,SAV,9078
HPN,SBN,10
HPN,SCE,18
HPN,SFO,4
HPN,SHD,12
HPN,SJC,54
HPN,SJU,13032
HPN,SLC,2
HPN,SLK,82
HPN,SNA,24
HPN,SOP,10
HPN,SRQ,3737
HPN,SSI,16
HPN,STL,108
HPN,STS,3
HPN,SUA,7
HPN,SUN,16
HPN,SUS,1
HPN,SYR,208
HPN,T4X,3
HPN,TEB,25
HPN,TLH,156
HPN,TOL,280
HPN,TPA,93370
HPN,TTN,8
HPN,TX6,2
HPN,UBF,69
HPN,VJI,22
HPN,VNY,32
HPN,VRB,68506
HPN,VSF,4
HPN,VWK,33
HPN,WST,2
HPN,WVL,5
HPN,YIP,14
HRL,IAH,146100
HRL,LRD,8052
HRL,MAF,172
HRL,MCI,926
HRL,MCO,168
HRL,MDT,200
HRL,MFE,312
HRL,MIA,4853
HRL,MRY,100
HRL,MSP,92393
HRL,OKC,106
HRL,OMA,1293
HRL,ORD,1724
HRL,PSP,42
HRL,RIC,95
HRL,SAN,1283
HRL,SAT,1283
HRL,SHV,6
HRL,SJC,103
HRL,STL,107
HRL,TOL,3838
HRL,TUL,175
HRL,TUS,721
HRL,VCV,126
HRL,YUM,33
HRO,MEM,1069
HSH,IAD,2
HSH,LAX,4
HSH,MCE,30
HSH,MDW,4
HSH,ONT,9
HSH,OPF,1
HSH,OXR,2
HSH,PAE,4
HSH,PBI,18
HSH,PHX,9
HSH,RNO,2
HSH,SBA,10
HSH,SFO,5
HSH,SJC,13
HSH,SNA,10
HSH,STS,5
HSH,TEB,3
HSH,TRM,1
HSH,TVC,4
HSH,VNY,61
HSL,HUS,300
HSL,KAL,4
HSL,KYU,17
HSL,LMA,18
HSL,MNT,54
HSL,NUL,85
HSL,OBU,2
HSL,OME,38
HSL,RBY,896
HSL,RMP,2
HSL,TAL,248
HSV,IAD,89520
HSV,IAH,110744
HSV,ICT,114
HSV,IFP,182
HSV,IND,144
HSV,JAN,64
HSV,JAX,143
HSV,LAS,21826
HSV,LAX,5249
HSV,LIT,306
HSV,MCO,33231
HSV,MDW,73
HSV,MEM,349
HSV,MGM,118
HSV,MIA,4705
HSV,MKE,39
HSV,MQY,5
HSV,MSN,227
HSV,MSP,601
HSV,OKC,215
HSV,OMA,101
HSV,ONT,185
HSV,ORD,86939
HSV,PHF,69
HSV,PIT,52
HSV,PNS,219
HSV,RDU,60
HSV,RIC,132
HSV,ROA,44
HSV,RSW,72
HSV,SAT,129
HSV,SAV,127
HSV,SDF,102
HSV,SGF,64
HSV,SHV,74
HSV,SJU,75
HSV,SPS,63
HSV,SRQ,188
HSV,STL,318
HSV,TLH,300
HSV,TPA,20103
HSV,TRI,50
HSV,TXK,55
HSV,TYS,32
HSV,XNA,189
HTO,HVN,13
HTO,HYA,13
HTO,IAD,8
HTO,ILG,33
HTO,ITH,16
HTO,JFK,17
HTO,JRA,1
HTO,JZU,12
HTO,LCI,4
HTO,LEB,31
HTO,LEW,19
HTO,LGA,24
HTO,LKP,6
HTO,LWM,1
HTO,MA2,10
HTO,MA4,8
HTO,MD6,4
HTO,MDT,14
HTO,ME4,2
HTO,MIV,7
HTO,MMU,36
HTO,MNZ,2
HTO,MSV,32
HTO,MTN,8
HTO,MVY,109
HTO,N1Y,8
HTO,NAD,3
HTO,NHZ,6
HTO,NJ2,7
HTO,NPT,9
HTO,NY1,8
HTO,NY5,22
HTO,NY9,7
HTO,NYS,4803
HTO,ONH,4
HTO,OWD,25
HTO,OWK,19
HTO,OXC,3
HTO,PHL,12
HTO,PNE,2
HTO,POU,2
HTO,PSF,11
HTO,PSM,2
HTO,PVC,36
HTO,PVD,16
HTO,PWM,40
HTO,PYM,12
HTO,RDG,2
HTO,RKD,3
HTO,ROC,6
HTO,RUT,3
HTO,SCH,4
HTO,SLK,4
HTO,SWF,12
HTO,SXY,6
HTO,SYR,2
HTO,TEB,62
HTO,TSS,6
HTO,TTN,4
HTO,UBF,4
HTO,VA8,4
HTO,VWK,8
HTO,WST,2
HTO,WVL,21
HTS,ISP,248
HTS,LAS,145
HTS,LFT,332
HTS,LYH,41
HTS,MLU,313
HTS,MYR,15080
HTS,ORF,329
HTS,PGD,6382
HTS,PIB,319
HTS,PIE,48060
HTS,ROA,50
HTS,SAV,157
HTS,SFB,41151
HTS,TRI,36
HTS,VPS,10715
HUF,IAH,1
HUF,SUX,278
HUS,KAL,2
HUS,MLY,16
HUS,OBU,12
HUS,RBY,13
HUS,SHG,6
HUS,TAL,4
HVN,IAD,13451
HVN,ILM,44476
HVN,ITH,4
HVN,LAL,14202
HVN,LEB,3
HVN,MCO,165779
HVN,MDW,18446
HVN,MLB,532
HVN,MSY,3180
HVN,MTP,15
HVN,MVY,18
HVN,MYR,63571
HVN,NYS,20
HVN,PBI,87973
HVN,PHL,124
HVN,PNE,10
HVN,PVD,4
HVN,RDU,95542
HVN,RSW,89435
HVN,RUT,4
HVN,SAV,15950
HVN,SFO,12
HVN,SJC,3
HVN,SJU,30350
HVN,SLK,1
HVN,SRQ,55059
HVN,STL,9128
HVN,TEB,4
HVN,TPA,85450
HVN,TVC,2099
HVN,TYS,15649
HVN,USA,34510
HVN,VA8,6
HVN,VPS,11810
HVN,VRB,955
HWD,KOA,3
HWD,OPF,4
HWD,PAE,5
HWD,SBA,4
HWD,SUN,16
HWD,VNY,5
HYA,IAD,5
HYA,ILM,4
HYA,JFK,12935
HYA,LCI,8
HYA,LGA,10808
HYA,LNS,10
HYA,ME3,2
HYA,MMU,1
HYA,MTP,14
HYA,MVY,720
HYA,NJ1,8
HYA,NJ7,4
HYA,NY7,2
HYA,PBI,2
HYA,PCT,3
HYA,PNE,8
HYA,PSM,6
HYA,PVD,89
HYA,RKD,5
HYA,SNA,2
HYA,STL,2
HYA,SWF,46
HYA,TEB,48
HYA,VWK,6
HYA,WST,1
HYG,WFB,5
HYL,KTB,35
HYL,MTM,1
HYL,WFB,156
HYS,ORD,4556
HYS,SLN,5143
HZL,NPT,2
HZL,OCE,8
IAD,IAH,495919
IAD,ICT,108
IAD,IGM,1
IAD,ILM,124
IAD,IND,160048
IAD,INT,150
IAD,IPT,1960
IAD,ITH,5
IAD,JAC,90
IAD,JAX,216649
IAD,JFK,86182
IAD,JST,17667
IAD,LAS,291677
IAD,LAX,944708
IAD,LBB,286
IAD,LEB,2
IAD,LGA,201274
IAD,LGB,68
IAD,LNK,174
IAD,LNS,5963
IAD,LUK,91
IAD,LWB,1
IAD,MA1,25
IAD,MAF,268
IAD,MCI,83126
IAD,MCO,522775
IAD,MDT,33198
IAD,MDW,6362
IAD,MEM,523
IAD,MGM,52
IAD,MGW,11674
IAD,MHT,104
IAD,MIA,162393
IAD,MKC,341
IAD,MKE,5134
IAD,MLI,981
IAD,MMU,9
IAD,MOB,30948
IAD,MOT,216
IAD,MSN,123
IAD,MSP,233645
IAD,MSY,177596
IAD,MVY,35
IAD,MYR,1550
IAD,NJ2,8
IAD,NY1,2
IAD,OAK,1
IAD,OGS,3707
IAD,OKC,696
IAD,OMA,290
IAD,ONT,46
IAD,OPF,1
IAD,ORD,483467
IAD,ORF,207471
IAD,OXC,18
IAD,PBI,20479
IAD,PDK,7
IAD,PDX,88441
IAD,PGD,17714
IAD,PHL,60397
IAD,PHX,315747
IAD,PIT,153112
IAD,PNS,188
IAD,POU,3
IAD,PSC,9
IAD,PSM,38
IAD,PSP,3334
IAD,PVC,4
IAD,PVD,106584
IAD,PVU,6812
IAD,PWK,2
IAD,PWM,139231
IAD,PWT,2
IAD,RDU,260154
IAD,RFD,165
IAD,RIC,114628
IAD,ROA,90392
IAD,ROC,110089
IAD,RSW,143851
IAD,SAN,554442
IAD,SAT,185186
IAD,SAV,130007
IAD,SBN,4672
IAD,SCE,37550
IAD,SCH,2
IAD,SDF,102177
IAD,SEA,631581
IAD,SFB,146
IAD,SFO,998744
IAD,SJC,125
IAD,SJU,134700
IAD,SLC,107063
IAD,SLK,6
IAD,SMF,87358
IAD,SNA,94
IAD,SRQ,56407
IAD,SSI,4
IAD,STL,58909
IAD,STS,7
IAD,STT,73063
IAD,SWF,8
IAD,SYR,126738
IAD,TEB,184
IAD,TIX,14
IAD,TLH,246
IAD,TPA,310230
IAD,TUL,23
IAD,TVC,1040
IAD,TYS,100024
IAD,UGN,2
IAD,USA,27
IAD,VNY,26
IAD,VRB,2231
IAG,MGW,8
IAG,ORD,412
IAG,PGD,59014
IAG,PIB,137
IAG,PIE,35708
IAG,PIT,330
IAG,SFB,21255
IAG,TEB,6
IAH,ICT,122660
IAH,IFP,1187
IAH,ILG,3
IAH,IND,250287
IAH,JAC,14243
IAH,JAN,111783
IAH,JAX,237870
IAH,JFK,92811
IAH,LAS,1238136
IAH,LAX,1578658
IAH,LBB,106780
IAH,LBE,174
IAH,LBL,5
IAH,LCH,69036
IAH,LFT,168349
IAH,LGA,975738
IAH,LGB,131
IAH,LIT,172241
IAH,LNK,12558
IAH,LRD,90125
IAH,LRU,45
IAH,LYH,330
IAH,MAF,276163
IAH,MCI,230573
IAH,MCO,1140367
IAH,MDH,144
IAH,MDT,889
IAH,MDW,149228
IAH,MEI,33421
IAH,MEM,231808
IAH,MFE,335530
IAH,MHK,339
IAH,MIA,904778
IAH,MKC,74
IAH,MKE,78360
IAH,MLU,49
IAH,MOB,130048
IAH,MOT,2378
IAH,MSN,2777
IAH,MSO,148
IAH,MSP,436699
IAH,MSY,755090
IAH,MTJ,23077
IAH,MYR,344
IAH,OAK,418
IAH,OGG,225
IAH,OKC,297359
IAH,OMA,154656
IAH,ONT,102322
IAH,ORD,1598064
IAH,ORF,77064
IAH,PBI,76147
IAH,PDX,247222
IAH,PHL,577116
IAH,PHX,761652
IAH,PIA,149
IAH,PIB,28634
IAH,PIT,202090
IAH,PNS,194990
IAH,PSP,34703
IAH,PVD,360
IAH,RAP,396
IAH,RDU,290720
IAH,RFD,93
IAH,RIC,67501
IAH,RNO,12600
IAH,ROG,3
IAH,RSW,220950
IAH,SAF,2343
IAH,SAN,523316
IAH,SAT,581841
IAH,SAV,82729
IAH,SDF,127652
IAH,SEA,612378
IAH,SFO,1097811
IAH,SGF,87271
IAH,SHV,115768
IAH,SJC,74198
IAH,SJU,299093
IAH,SLC,456756
IAH,SMF,156060
IAH,SNA,314330
IAH,SRQ,11058
IAH,STL,211387
IAH,STP,1
IAH,STT,28943
IAH,SYR,161
IAH,TLH,270
IAH,TOL,34
IAH,TPA,510247
IAH,TUL,216375
IAH,TUS,122200
IAH,TVC,1137
IAH,TYS,120938
IAH,VCT,27048
IAH,VCV,173
IAH,VPS,465
IAH,XNA,152376
IAH,YUM,576
IAN,KVL,36
IAN,OBU,65
IAN,ORV,2512
IAN,OTZ,4425
IAN,RDB,670
IAN,SHG,121
IAN,WLK,121
IAN,WTK,51
ICT,IFP,1226
ICT,IND,106
ICT,JAX,184
ICT,LAN,73
ICT,LAS,123499
ICT,LAW,71
ICT,LAX,8227
ICT,LEX,476
ICT,LGA,159
ICT,MCI,1358
ICT,MCN,280
ICT,MCO,404
ICT,MDW,536
ICT,MEM,242
ICT,MFR,116
ICT,MHK,104
ICT,MIA,3115
ICT,MSP,43307
ICT,MSY,259
ICT,OAK,166
ICT,OKC,225
ICT,OMA,208
ICT,ORD,208662
ICT,ORF,221
ICT,PBI,98
ICT,PDX,170
ICT,PGV,54
ICT,PHL,473
ICT,PHX,66658
ICT,PIE,6917
ICT,PIT,143
ICT,PVU,190
ICT,RDU,301
ICT,RIC,75
ICT,RIL,14
ICT,RNO,154
ICT,SAN,460
ICT,SAT,96
ICT,SEA,40899
ICT,SFB,10413
ICT,SFO,159
ICT,SGF,104
ICT,SJC,91
ICT,SJU,164
ICT,SLC,64
ICT,SMF,124
ICT,SNA,500
ICT,STL,148935
ICT,TEB,33
ICT,TPA,360
ICT,TSM,3
ICT,TUL,548
ICT,VPS,19017
ICT,XNA,112
ID1,LAS,2
ID1,TKF,2
ID1,VNY,2
IDA,JAC,678
IDA,LAS,28366
IDA,MCI,137
IDA,OAK,5303
IDA,PDX,11873
IDA,PHX,22003
IDA,PSC,68
IDA,PSP,61
IDA,SAT,88
IDA,SEA,75672
IDA,SFO,139
IDA,SLC,141791
IDA,SNA,30828
IDA,SUN,100
IDA,TEB,8
IDA,TUS,49
IDA,VNY,3
IDA,YKM,64
IFP,IND,2042
IFP,INL,1060
IFP,JAX,357
IFP,LAN,173
IFP,LAS,5
IFP,LBB,982
IFP,LGB,1325
IFP,LIT,436
IFP,LNK,1001
IFP,LSE,2261
IFP,MAF,821
IFP,MBS,1179
IFP,MCI,1499
IFP,MCN,335
IFP,MEM,302
IFP,MFE,1278
IFP,MKE,3374
IFP,MLI,2272
IFP,MOT,1247
IFP,MRY,1430
IFP,MSN,3476
IFP,MSP,9044
IFP,MSY,408
IFP,OAK,603
IFP,OKC,1122
IFP,OMA,1540
IFP,ONT,277
IFP,ORD,965
IFP,PAH,89
IFP,PDX,1816
IFP,PHL,326
IFP,PIA,869
IFP,PIT,345
IFP,PNS,169
IFP,PSC,1142
IFP,PSP,477
IFP,PUB,240
IFP,RAP,1053
IFP,RDU,320
IFP,RFD,1572
IFP,RST,2157
IFP,SAN,702
IFP,SAT,1699
IFP,SBA,131
IFP,SBN,1107
IFP,SDF,2141
IFP,SEA,1379
IFP,SFB,352
IFP,SGF,847
IFP,SHV,520
IFP,SJC,910
IFP,SJT,1749
IFP,SMF,1220
IFP,SMX,1228
IFP,SPI,300
IFP,STC,2499
IFP,STL,1670
IFP,TOL,564
IFP,TUL,1236
IFP,TUS,731
IFP,TYS,981
IFP,USA,536
IFP,XNA,886
IGG,ILI,128
IGG,KLL,39
IGG,KNK,41
IGG,KNW,14
IGG,NNL,18
IGM,LAS,9
IKK,OAK,12
IKV,IND,11
IKV,MCO,544
IKV,PAH,4
ILG,ILM,14582
